Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,AI_Investment_USD,Productivity_Gain_Percent,Annual_Savings_USD,Satisfaction_Score,AI_Usage_Hours_Per_Week,ROI_Percent,Adoption_Status
ORG_4368,IT,Small,103,ChatGPT,2026,14636,28.53,21499.46,9,21.7,146.89,Early Adopter
ORG_4369,Manufacturing,Small,22,Copilot,2026,9280,18.69,15893.14,8,18.14,171.26,Early Adopter
ORG_4370,Manufacturing,Small,50,Gemini,2025,11848,25.0,31034.15,7,28.82,261.94,Early Adopter
ORG_4371,Retail,Medium,364,ChatGPT,2023,30415,36.68,80098.46,10,29.57,263.35,Early Adopter
ORG_4372,IT,Small,153,Gemini,2023,9352,20.74,22839.89,10,21.87,244.22,Early Adopter
ORG_4373,Finance,Medium,291,Claude,2024,33232,23.57,32108.19,3,23.32,96.62,Early Adopter
ORG_4374,Retail,Large,1421,ChatGPT,2023,196602,32.52,190009.07,7,30.08,96.65,AI Leader
ORG_4375,IT,Large,9891,Midjourney,2023,185439,27.0,398335.49,5,14.16,214.81,Slow Adopter
ORG_4376,Education,Small,51,Midjourney,2021,9559,20.25,19736.73,4,12.02,206.47,Slow Adopter
ORG_4377,Retail,Small,107,ChatGPT,2026,8839,27.1,24449.95,3,17.4,276.61,Early Adopter
ORG_4378,IT,Large,4134,Gemini,2023,251640,26.82,512850.66,8,8.28,203.8,Slow Adopter
ORG_4379,Retail,Small,140,ChatGPT,2023,13392,22.06,13169.0,3,4.87,98.33,Slow Adopter
ORG_4380,Manufacturing,Small,83,Copilot,2024,11064,27.87,11975.4,8,14.26,108.24,Slow Adopter
ORG_4381,Manufacturing,Medium,796,ChatGPT,2024,81671,28.14,158709.55,7,37.94,194.33,AI Leader
ORG_4382,Healthcare,Medium,471,Gemini,2025,52138,13.48,94516.99,7,12.51,181.28,Slow Adopter
ORG_4383,IT,Medium,345,ChatGPT,2022,129231,33.22,352949.15,6,24.35,273.11,Early Adopter
ORG_4384,IT,Large,6580,Copilot,2024,133149,31.2,230076.72,9,9.5,172.8,Slow Adopter
ORG_4385,Finance,Large,7616,Copilot,2025,19580,20.79,53928.54,7,14.85,275.43,Slow Adopter
ORG_4386,Education,Small,77,Claude,2022,18104,22.7,36258.87,5,20.01,200.28,Early Adopter
ORG_4387,IT,Large,8452,Gemini,2025,147366,43.36,335906.17,6,38.85,227.94,AI Leader
ORG_4388,Finance,Small,59,Claude,2024,15876,31.67,36225.76,7,38.79,228.18,AI Leader
ORG_4389,Healthcare,Medium,400,ChatGPT,2025,88175,25.03,81275.42,6,22.98,92.18,Early Adopter
ORG_4390,Retail,Medium,648,Copilot,2026,79338,26.9,112134.6,8,17.77,141.34,Early Adopter
ORG_4391,Education,Medium,690,Midjourney,2025,97576,15.97,127683.33,10,9.43,130.86,Slow Adopter
ORG_4392,Retail,Small,114,ChatGPT,2023,20000,25.86,14159.34,6,27.37,70.8,Early Adopter
ORG_4393,IT,Medium,628,ChatGPT,2024,69637,20.79,67180.58,3,13.1,96.47,Slow Adopter
ORG_4394,Manufacturing,Medium,353,ChatGPT,2024,87340,36.7,240669.05,4,26.34,275.55,Early Adopter
ORG_4395,Finance,Small,185,ChatGPT,2024,21799,21.95,20488.62,10,21.94,93.99,Early Adopter
ORG_4396,Education,Small,157,Copilot,2024,10454,34.17,8653.7,5,28.68,82.78,Early Adopter
ORG_4397,Finance,Medium,805,ChatGPT,2025,90413,31.91,225779.12,6,29.5,249.72,Early Adopter
ORG_4398,Healthcare,Small,70,Claude,2024,12054,38.77,23058.78,5,36.49,191.3,AI Leader
ORG_4399,Finance,Small,149,ChatGPT,2024,16870,27.05,43307.86,6,33.4,256.72,AI Leader
ORG_4400,Manufacturing,Small,174,Gemini,2025,10934,23.25,15549.14,9,7.45,142.21,Slow Adopter
ORG_4401,Finance,Medium,349,ChatGPT,2026,59480,18.14,94389.0,5,13.2,158.69,Slow Adopter
ORG_4402,IT,Small,55,ChatGPT,2025,9203,32.08,25399.14,4,38.92,275.99,AI Leader
ORG_4403,Education,Large,6693,ChatGPT,2026,124817,41.02,312532.87,9,26.37,250.39,Early Adopter
ORG_4404,Finance,Large,1257,Gemini,2024,308507,17.68,627466.17,7,4.5,203.39,Slow Adopter
ORG_4405,IT,Small,173,Copilot,2024,21709,10.06,20773.13,6,6.21,95.69,Slow Adopter
ORG_4406,Retail,Small,188,Gemini,2023,9618,14.64,16899.3,8,4.1,175.7,Slow Adopter
ORG_4407,IT,Large,9698,Copilot,2023,281549,20.17,177034.9,10,22.38,62.88,Early Adopter
ORG_4408,Retail,Small,61,Gemini,2024,13660,27.64,23580.17,7,27.44,172.62,Early Adopter
ORG_4409,IT,Small,77,Claude,2025,7420,34.89,13582.93,8,38.48,183.06,AI Leader
ORG_4410,Finance,Large,8800,Claude,2026,311364,19.89,617651.87,10,9.49,198.37,Slow Adopter
ORG_4411,Healthcare,Medium,239,ChatGPT,2023,69293,31.0,110733.64,8,22.25,159.8,Early Adopter
ORG_4412,Healthcare,Small,132,ChatGPT,2025,13612,25.64,16510.93,10,10.34,121.3,Slow Adopter
ORG_4413,Healthcare,Medium,358,ChatGPT,2023,107531,21.75,179121.7,9,9.39,166.58,Slow Adopter
ORG_4414,IT,Medium,331,ChatGPT,2026,48593,33.46,124035.23,7,26.39,255.25,Early Adopter
ORG_4415,Manufacturing,Small,154,Copilot,2025,12201,27.95,10683.85,8,8.45,87.57,Slow Adopter
ORG_4416,IT,Small,101,Gemini,2023,15955,31.5,21067.13,8,28.45,132.04,Early Adopter
ORG_4417,Manufacturing,Medium,933,Claude,2024,71330,20.72,166445.38,3,31.76,233.35,AI Leader
ORG_4418,Finance,Small,21,Copilot,2026,18548,37.18,27349.87,6,29.96,147.45,Early Adopter
ORG_4419,Retail,Medium,891,Gemini,2024,38125,22.22,32741.97,3,11.87,85.88,Slow Adopter
ORG_4420,IT,Small,88,Midjourney,2022,5493,43.32,15339.83,7,37.79,279.26,AI Leader
ORG_4421,Manufacturing,Large,7055,ChatGPT,2023,133554,16.49,209855.73,7,11.53,157.13,Slow Adopter
ORG_4422,Education,Medium,214,Copilot,2023,92564,26.31,198696.49,6,28.67,214.66,Early Adopter
ORG_4423,Manufacturing,Medium,676,Gemini,2026,63764,24.27,175642.34,6,13.24,275.46,Slow Adopter
ORG_4424,Manufacturing,Medium,259,Gemini,2025,97524,38.23,228372.41,7,36.87,234.17,AI Leader
ORG_4425,Healthcare,Small,156,ChatGPT,2025,12704,34.7,29678.16,10,33.34,233.61,AI Leader
ORG_4426,IT,Large,6222,ChatGPT,2024,273787,32.56,287616.05,7,36.75,105.05,AI Leader
ORG_4427,Manufacturing,Small,193,ChatGPT,2026,14874,30.05,18544.94,6,24.85,124.68,Early Adopter
ORG_4428,Retail,Small,87,ChatGPT,2023,17915,37.96,45109.49,4,38.21,251.8,AI Leader
ORG_4429,Education,Small,193,Claude,2025,19422,7.54,14480.15,9,9.27,74.56,Slow Adopter
ORG_4430,Education,Large,5473,ChatGPT,2024,522817,20.35,1220190.38,9,35.05,233.39,AI Leader
ORG_4431,IT,Small,143,ChatGPT,2024,15396,34.18,18910.31,6,30.24,122.83,AI Leader
ORG_4432,Retail,Medium,990,Gemini,2022,79205,21.92,54286.12,4,15.03,68.54,Early Adopter
ORG_4433,Education,Medium,970,ChatGPT,2020,67210,31.21,51951.37,4,23.38,77.3,Early Adopter
ORG_4434,Finance,Large,4187,Claude,2024,269620,20.66,700918.07,5,18.69,259.97,Early Adopter
ORG_4435,Education,Small,111,Copilot,2025,13249,34.19,10289.3,8,35.15,77.66,AI Leader
ORG_4436,Retail,Medium,835,Claude,2020,106482,31.2,64611.05,9,28.56,60.68,Early Adopter
ORG_4437,Education,Large,4470,Midjourney,2021,251081,30.87,549066.17,10,37.64,218.68,AI Leader
ORG_4438,Healthcare,Small,28,Claude,2021,18504,27.28,47245.39,9,39.18,255.33,AI Leader
ORG_4439,Finance,Large,8026,ChatGPT,2025,176594,30.14,442448.8,5,32.25,250.55,AI Leader
ORG_4440,Education,Large,7828,Copilot,2023,144054,27.87,121464.49,10,19.74,84.32,Early Adopter
ORG_4441,Education,Large,6674,ChatGPT,2023,267079,25.11,599463.5,7,16.84,224.45,Early Adopter
ORG_4442,Finance,Small,168,ChatGPT,2024,11183,29.93,14428.96,6,31.42,129.03,AI Leader
ORG_4443,Manufacturing,Small,199,Copilot,2024,10496,23.56,26900.52,9,33.09,256.29,AI Leader
ORG_4444,Healthcare,Large,6382,Gemini,2024,272374,20.68,256196.32,4,13.59,94.06,Slow Adopter
ORG_4445,Manufacturing,Large,7548,Claude,2024,267344,29.29,187005.96,4,15.2,69.95,Early Adopter
ORG_4446,IT,Medium,961,ChatGPT,2026,35992,21.5,61833.22,4,21.05,171.8,Early Adopter
ORG_4447,Retail,Small,56,Gemini,2026,15658,26.05,36018.35,10,24.17,230.03,Early Adopter
ORG_4448,Manufacturing,Medium,999,Midjourney,2026,96269,43.47,73870.35,7,39.29,76.73,AI Leader
ORG_4449,Education,Small,96,Claude,2021,5000,25.47,6255.12,4,18.94,125.1,Early Adopter
ORG_4450,Healthcare,Small,103,Claude,2022,21846,17.01,27138.61,10,12.75,124.23,Slow Adopter
ORG_4451,Manufacturing,Small,157,Claude,2023,13257,38.69,14936.08,8,31.49,112.67,AI Leader
ORG_4452,IT,Medium,509,Copilot,2024,106694,18.37,206069.17,6,31.54,193.14,AI Leader
ORG_4453,Education,Small,38,ChatGPT,2026,9934,16.23,17969.44,10,23.6,180.89,Early Adopter
ORG_4454,Education,Medium,834,Claude,2025,90667,25.44,193467.98,3,14.16,213.38,Slow Adopter
ORG_4455,Retail,Small,155,Copilot,2023,5000,21.39,7221.93,7,33.14,144.44,AI Leader
ORG_4456,Finance,Small,94,Gemini,2025,17700,20.14,17809.44,4,19.53,100.62,Early Adopter
ORG_4457,Retail,Small,56,Copilot,2024,15505,23.09,31310.12,5,11.08,201.94,Slow Adopter
ORG_4458,Education,Medium,792,Claude,2024,109696,25.28,142085.45,5,5.06,129.53,Slow Adopter
ORG_4459,IT,Medium,702,Gemini,2026,73188,23.97,86220.7,10,13.56,117.81,Slow Adopter
ORG_4460,Education,Small,120,Gemini,2026,15732,19.18,13018.96,7,4.85,82.75,Slow Adopter
ORG_4461,Finance,Small,106,ChatGPT,2023,13867,15.07,12413.11,4,9.19,89.52,Slow Adopter
ORG_4462,Healthcare,Large,7354,Gemini,2025,73820,29.57,157875.93,3,17.05,213.87,Early Adopter
ORG_4463,Retail,Medium,441,ChatGPT,2025,55465,19.62,100204.84,9,14.57,180.66,Slow Adopter
ORG_4464,Finance,Medium,282,ChatGPT,2022,75899,37.2,61157.5,6,36.72,80.58,AI Leader
ORG_4465,Healthcare,Large,4951,ChatGPT,2023,200671,26.23,169612.29,8,39.53,84.52,AI Leader
ORG_4466,Manufacturing,Large,7210,Gemini,2026,206800,24.17,389078.11,7,18.11,188.14,Early Adopter
ORG_4467,Education,Small,177,ChatGPT,2025,12835,27.19,18010.27,9,15.98,140.32,Early Adopter
ORG_4468,Finance,Medium,595,ChatGPT,2024,90509,18.43,212868.27,10,9.17,235.19,Slow Adopter
ORG_4469,Healthcare,Small,91,ChatGPT,2026,10607,31.51,22941.39,9,39.8,216.29,AI Leader
ORG_4470,Education,Medium,405,Claude,2023,103904,39.05,107450.4,10,24.39,103.41,Early Adopter
ORG_4471,IT,Medium,449,Gemini,2025,98287,22.85,163651.13,9,5.57,166.5,Slow Adopter
ORG_4472,Retail,Medium,294,ChatGPT,2026,107667,37.23,127497.42,5,28.87,118.42,Early Adopter
ORG_4473,Finance,Large,4104,Claude,2021,379080,11.98,696904.71,10,11.02,183.84,Slow Adopter
ORG_4474,Education,Large,6800,Copilot,2025,181533,34.09,490505.3,4,39.69,270.2,AI Leader
ORG_4475,Retail,Medium,913,Claude,2024,103967,40.35,162690.09,9,37.36,156.48,AI Leader
ORG_4476,Education,Small,120,Copilot,2025,14777,30.56,39962.31,7,16.53,270.44,Early Adopter
ORG_4477,Finance,Small,20,ChatGPT,2024,12544,33.66,27793.47,7,27.09,221.57,Early Adopter
ORG_4478,Healthcare,Small,104,ChatGPT,2026,17417,35.12,18209.27,7,25.49,104.55,Early Adopter
ORG_4479,Finance,Small,84,ChatGPT,2023,22624,32.99,23907.94,5,26.79,105.68,Early Adopter
ORG_4480,Retail,Small,42,Gemini,2023,11871,36.45,12528.27,9,24.08,105.54,Early Adopter
ORG_4481,Manufacturing,Large,9097,Claude,2020,74365,37.32,158570.12,6,37.25,213.23,AI Leader
ORG_4482,Manufacturing,Medium,366,Copilot,2026,53080,29.6,121487.85,7,37.82,228.88,AI Leader
ORG_4483,IT,Medium,640,Midjourney,2024,125390,22.33,298340.51,7,16.48,237.93,Early Adopter
ORG_4484,Manufacturing,Medium,541,Copilot,2025,76018,30.48,64619.7,3,24.89,85.01,Early Adopter
ORG_4485,Finance,Large,4723,ChatGPT,2026,336391,37.2,858361.7,5,31.0,255.17,AI Leader
ORG_4486,Retail,Small,103,ChatGPT,2025,7930,36.86,11038.9,10,31.07,139.2,AI Leader
ORG_4487,IT,Large,8688,Midjourney,2025,268624,36.56,625853.98,5,39.78,232.99,AI Leader
ORG_4488,Manufacturing,Large,3283,Copilot,2026,154455,16.67,141045.27,6,7.92,91.32,Slow Adopter
ORG_4489,IT,Medium,678,Claude,2025,87527,36.84,209133.9,8,26.52,238.94,Early Adopter
ORG_4490,Finance,Medium,452,Copilot,2021,144442,23.37,281893.71,10,3.83,195.16,Slow Adopter
ORG_4491,Education,Small,186,Gemini,2024,16524,34.79,44861.24,6,23.84,271.49,Early Adopter
ORG_4492,IT,Medium,599,Gemini,2025,88937,22.84,197987.74,7,24.47,222.62,Early Adopter
ORG_4493,IT,Large,1210,ChatGPT,2023,369368,20.92,334925.36,6,17.33,90.68,Early Adopter
ORG_4494,Manufacturing,Small,71,ChatGPT,2024,17991,33.47,36273.73,6,27.01,201.62,Early Adopter
ORG_4495,Healthcare,Small,33,ChatGPT,2025,16448,35.99,45505.75,3,36.58,276.66,AI Leader
ORG_4496,Education,Large,7058,Gemini,2025,333532,22.9,534496.28,3,16.14,160.25,Early Adopter
ORG_4497,Manufacturing,Small,121,ChatGPT,2023,11790,24.42,29969.85,9,22.09,254.2,Early Adopter
ORG_4498,IT,Medium,565,ChatGPT,2025,75661,35.68,148974.06,10,33.46,196.9,AI Leader
ORG_4499,IT,Small,197,ChatGPT,2024,10784,28.49,27429.17,7,21.86,254.35,Early Adopter
ORG_4500,Education,Medium,316,Gemini,2024,62439,26.34,98356.77,9,20.4,157.52,Early Adopter
ORG_4501,Retail,Small,175,ChatGPT,2023,19815,18.91,49172.76,9,10.61,248.16,Slow Adopter
ORG_4502,Finance,Large,8417,ChatGPT,2023,299050,35.33,196423.37,8,14.14,65.68,Slow Adopter
ORG_4503,IT,Small,119,ChatGPT,2025,23483,27.35,59574.23,3,36.34,253.69,AI Leader
ORG_4504,IT,Medium,881,ChatGPT,2026,78324,20.24,163352.51,8,13.61,208.56,Slow Adopter
ORG_4505,Education,Medium,717,Gemini,2026,113373,26.73,187899.11,10,14.68,165.74,Slow Adopter
ORG_4506,Retail,Large,7012,Midjourney,2026,188212,13.07,134272.73,5,17.33,71.34,Early Adopter
ORG_4507,Finance,Medium,544,ChatGPT,2023,86011,19.99,98483.17,6,18.91,114.5,Early Adopter
ORG_4508,IT,Small,70,ChatGPT,2026,20414,16.52,13172.52,8,11.92,64.53,Slow Adopter
ORG_4509,Healthcare,Medium,585,Copilot,2025,109094,16.95,221898.86,10,4.41,203.4,Slow Adopter
ORG_4510,IT,Large,4212,Copilot,2024,128640,12.52,88445.91,5,4.87,68.75,Slow Adopter
ORG_4511,IT,Medium,766,Midjourney,2024,93780,26.12,115964.01,6,28.84,123.66,Early Adopter
ORG_4512,Education,Small,161,ChatGPT,2022,13378,30.84,8092.19,4,14.31,60.49,Slow Adopter
ORG_4513,Education,Medium,564,ChatGPT,2025,86415,18.76,123948.08,3,20.08,143.43,Early Adopter
ORG_4514,Finance,Small,115,Copilot,2022,15122,39.45,29375.28,8,36.57,194.26,AI Leader
ORG_4515,IT,Medium,515,Gemini,2022,31846,21.05,39341.56,6,14.44,123.54,Slow Adopter
ORG_4516,Manufacturing,Large,5896,ChatGPT,2024,259861,36.23,552039.57,8,31.88,212.44,AI Leader
ORG_4517,Education,Large,3163,Gemini,2026,360568,17.1,330862.16,6,6.42,91.76,Slow Adopter
ORG_4518,Finance,Large,1188,Claude,2024,278867,26.01,598563.57,7,26.25,214.64,Early Adopter
ORG_4519,IT,Medium,661,Gemini,2025,14156,10.18,28555.25,6,5.57,201.72,Slow Adopter
ORG_4520,Manufacturing,Medium,779,Gemini,2026,77163,38.21,159669.62,4,17.17,206.93,Early Adopter
ORG_4521,Healthcare,Small,173,Copilot,2025,17885,30.66,13936.86,4,39.91,77.92,AI Leader
ORG_4522,IT,Large,8683,ChatGPT,2026,157329,22.34,315677.38,8,23.86,200.65,Early Adopter
ORG_4523,Retail,Medium,730,Copilot,2025,74825,24.16,207247.33,3,11.81,276.98,Slow Adopter
ORG_4524,Manufacturing,Small,137,Copilot,2022,8458,28.04,6982.53,8,27.04,82.56,Early Adopter
ORG_4525,Finance,Medium,820,Gemini,2023,91802,25.17,138653.44,9,36.48,151.04,AI Leader
ORG_4526,Retail,Small,153,Midjourney,2026,17189,21.47,43150.85,3,15.24,251.04,Early Adopter
ORG_4527,Retail,Large,6001,ChatGPT,2025,272954,21.86,697771.0,9,16.03,255.64,Early Adopter
ORG_4528,IT,Medium,466,Gemini,2026,90759,17.39,78190.82,8,26.48,86.15,Early Adopter
ORG_4529,IT,Small,114,ChatGPT,2025,17098,17.55,34434.57,7,4.51,201.4,Slow Adopter
ORG_4530,Education,Small,68,ChatGPT,2026,11842,35.22,25818.9,7,39.85,218.03,AI Leader
ORG_4531,Manufacturing,Small,192,Gemini,2023,14937,10.55,22866.13,7,10.6,153.08,Slow Adopter
ORG_4532,Finance,Large,6844,ChatGPT,2021,215135,26.0,223516.7,7,28.98,103.9,Early Adopter
ORG_4533,Retail,Small,135,ChatGPT,2023,10840,20.31,14675.19,3,13.28,135.38,Slow Adopter
ORG_4534,Education,Medium,720,Claude,2025,107283,21.84,268858.74,5,10.81,250.61,Slow Adopter
ORG_4535,Finance,Large,3089,Midjourney,2025,370839,31.13,464862.83,10,32.77,125.35,AI Leader
ORG_4536,Manufacturing,Large,9433,ChatGPT,2024,238306,16.5,153821.87,8,4.29,64.55,Slow Adopter
ORG_4537,Retail,Small,120,ChatGPT,2024,8712,8.45,21089.74,5,6.15,242.08,Slow Adopter
ORG_4538,Manufacturing,Medium,956,ChatGPT,2025,34706,23.58,39039.25,10,29.28,112.49,Early Adopter
ORG_4539,IT,Medium,346,ChatGPT,2024,85519,38.68,123954.28,7,39.11,144.94,AI Leader
ORG_4540,Healthcare,Small,72,Gemini,2025,5000,29.47,11336.37,7,9.75,226.73,Slow Adopter
ORG_4541,Manufacturing,Large,9055,Gemini,2025,250478,29.52,335686.16,10,28.0,134.02,Early Adopter
ORG_4542,IT,Small,98,ChatGPT,2026,8936,28.97,10855.13,4,25.41,121.48,Early Adopter
ORG_4543,Manufacturing,Large,2112,ChatGPT,2026,268082,27.07,549653.57,7,22.65,205.03,Early Adopter
ORG_4544,Finance,Large,1851,ChatGPT,2023,206175,25.28,329250.77,9,21.45,159.69,Early Adopter
ORG_4545,Healthcare,Small,75,Claude,2024,16913,14.9,28672.99,10,16.6,169.53,Early Adopter
ORG_4546,Finance,Medium,243,ChatGPT,2023,124560,33.77,251033.16,4,38.44,201.54,AI Leader
ORG_4547,Finance,Medium,238,Copilot,2021,74616,18.53,196924.24,9,11.82,263.92,Slow Adopter
ORG_4548,IT,Medium,828,ChatGPT,2024,104577,14.83,180208.2,4,7.49,172.32,Slow Adopter
ORG_4549,Finance,Large,5203,ChatGPT,2026,266962,34.19,543785.19,3,20.1,203.69,Early Adopter
ORG_4550,IT,Small,181,ChatGPT,2023,17324,42.34,41082.44,8,30.37,237.14,AI Leader
ORG_4551,Manufacturing,Small,121,Claude,2022,22168,33.78,48072.24,7,29.23,216.85,Early Adopter
ORG_4552,Retail,Small,147,Gemini,2026,21502,19.55,31738.03,6,29.57,147.61,Early Adopter
ORG_4553,Healthcare,Small,29,ChatGPT,2025,5000,15.33,4389.01,6,8.71,87.78,Slow Adopter
ORG_4554,IT,Medium,811,ChatGPT,2023,131319,26.03,234736.79,7,15.05,178.75,Early Adopter
ORG_4555,IT,Large,6874,ChatGPT,2024,345209,17.27,485697.94,7,27.74,140.7,Early Adopter
ORG_4556,IT,Small,180,ChatGPT,2021,18855,21.91,27384.54,3,22.5,145.24,Early Adopter
ORG_4557,Finance,Large,2876,Copilot,2022,234859,25.83,443102.42,7,28.14,188.67,Early Adopter
ORG_4558,Healthcare,Medium,216,Claude,2025,38359,23.73,62596.54,8,38.66,163.19,AI Leader
ORG_4559,Finance,Large,4450,ChatGPT,2021,322946,23.81,774691.56,6,9.95,239.88,Slow Adopter
ORG_4560,Manufacturing,Small,187,Midjourney,2026,18433,22.72,24103.89,8,24.67,130.76,Early Adopter
ORG_4561,Healthcare,Small,189,ChatGPT,2026,16030,36.12,25575.09,7,31.07,159.55,AI Leader
ORG_4562,Finance,Large,6000,Claude,2025,111034,18.95,205230.32,6,6.06,184.84,Slow Adopter
ORG_4563,Manufacturing,Medium,470,ChatGPT,2025,59010,28.52,64670.53,6,13.16,109.59,Slow Adopter
ORG_4564,Education,Small,181,Copilot,2020,13162,31.26,24766.01,3,37.02,188.16,AI Leader
ORG_4565,Manufacturing,Large,8234,Claude,2021,442087,11.48,635196.4,5,8.42,143.68,Slow Adopter
ORG_4566,Education,Small,189,ChatGPT,2024,8979,20.09,10439.2,10,5.87,116.26,Slow Adopter
ORG_4567,Manufacturing,Medium,866,Claude,2026,105308,33.9,196530.1,10,7.49,186.62,Slow Adopter
ORG_4568,Healthcare,Medium,870,Midjourney,2025,77096,23.34,64489.51,7,38.07,83.65,AI Leader
ORG_4569,Manufacturing,Small,73,Copilot,2021,20432,22.04,44198.8,5,10.04,216.32,Slow Adopter
ORG_4570,Education,Small,152,Midjourney,2022,16567,22.88,18581.72,9,3.61,112.16,Slow Adopter
ORG_4571,Finance,Medium,534,Midjourney,2021,74299,27.33,134989.96,7,19.94,181.68,Early Adopter
ORG_4572,Retail,Medium,773,ChatGPT,2024,54275,18.04,96402.9,3,27.2,177.62,Early Adopter
ORG_4573,Retail,Small,55,ChatGPT,2024,11356,31.15,25673.67,8,37.02,226.08,AI Leader
ORG_4574,Manufacturing,Small,180,ChatGPT,2026,18614,24.39,13282.95,9,17.14,71.36,Early Adopter
ORG_4575,Retail,Large,1918,Copilot,2025,303063,12.15,845768.61,10,10.63,279.07,Slow Adopter
ORG_4576,Finance,Large,6852,Claude,2020,310154,27.87,233079.9,3,27.14,75.15,Early Adopter
ORG_4577,Healthcare,Small,163,Claude,2026,13331,31.63,21684.22,10,23.67,162.66,Early Adopter
ORG_4578,IT,Small,181,Gemini,2023,21137,35.08,13603.43,9,35.46,64.36,AI Leader
ORG_4579,Healthcare,Medium,765,Gemini,2022,43504,25.67,68147.16,3,31.04,156.65,AI Leader
ORG_4580,Retail,Medium,292,Copilot,2025,94619,28.84,194534.27,6,39.08,205.6,AI Leader
ORG_4581,Healthcare,Medium,498,Midjourney,2021,67902,26.07,84524.98,4,15.27,124.48,Early Adopter
ORG_4582,Healthcare,Small,80,Copilot,2024,16055,34.76,27772.8,3,36.98,172.99,AI Leader
ORG_4583,IT,Large,9385,Midjourney,2022,257761,37.55,261818.82,4,22.45,101.57,Early Adopter
ORG_4584,Manufacturing,Large,5009,Gemini,2025,176560,25.26,258565.74,9,21.55,146.45,Early Adopter
ORG_4585,Manufacturing,Small,127,Copilot,2022,18876,33.18,39107.7,8,31.73,207.18,AI Leader
ORG_4586,IT,Small,82,ChatGPT,2026,12024,17.3,30528.91,10,11.27,253.9,Slow Adopter
ORG_4587,IT,Small,87,ChatGPT,2024,12386,26.22,33778.01,4,19.29,272.71,Early Adopter
ORG_4588,IT,Small,110,Midjourney,2026,18301,19.81,49968.16,3,13.32,273.04,Slow Adopter
ORG_4589,Manufacturing,Small,122,ChatGPT,2025,8438,38.11,10572.53,10,39.48,125.3,AI Leader
ORG_4590,Education,Medium,201,Claude,2026,121861,25.69,74142.19,3,28.1,60.84,Early Adopter
ORG_4591,Healthcare,Medium,222,Midjourney,2021,164609,28.15,425912.68,5,21.03,258.74,Early Adopter
ORG_4592,Education,Small,177,Claude,2025,11228,22.47,7913.71,5,5.67,70.48,Slow Adopter
ORG_4593,Finance,Small,38,Copilot,2023,13007,26.96,31454.47,3,18.32,241.83,Early Adopter
ORG_4594,Education,Small,155,ChatGPT,2026,17309,31.61,22248.38,6,39.7,128.54,AI Leader
ORG_4595,Education,Small,136,ChatGPT,2026,22530,33.88,61131.06,9,21.72,271.33,Early Adopter
ORG_4596,Manufacturing,Large,5407,Midjourney,2022,260694,29.85,516472.21,9,28.3,198.11,Early Adopter
ORG_4597,Education,Small,126,Copilot,2025,19851,35.72,16233.73,4,29.79,81.78,Early Adopter
ORG_4598,Finance,Large,5524,Copilot,2024,216283,13.39,243369.57,9,9.84,112.52,Slow Adopter
ORG_4599,Finance,Large,7189,Copilot,2021,250442,21.24,259560.93,8,12.87,103.64,Slow Adopter
ORG_4600,Healthcare,Large,7315,Claude,2021,192346,26.36,273393.09,3,23.87,142.14,Early Adopter
ORG_4601,IT,Small,120,Copilot,2025,10857,32.19,19593.48,4,22.14,180.47,Early Adopter
ORG_4602,Education,Large,1935,Claude,2021,63874,30.38,52742.31,3,8.32,82.57,Slow Adopter
ORG_4603,Manufacturing,Small,40,Midjourney,2023,20158,28.53,47846.92,3,27.73,237.36,Early Adopter
ORG_4604,Manufacturing,Small,161,Copilot,2020,20409,36.45,52883.66,4,18.2,259.12,Early Adopter
ORG_4605,IT,Medium,349,ChatGPT,2025,83192,30.49,132168.32,10,13.9,158.87,Slow Adopter
ORG_4606,Manufacturing,Large,2280,ChatGPT,2022,283720,14.37,377196.0,9,7.68,132.95,Slow Adopter
ORG_4607,Retail,Small,194,Copilot,2024,21585,32.73,14357.28,7,38.85,66.52,AI Leader
ORG_4608,Finance,Small,145,ChatGPT,2025,20739,18.26,34341.24,9,13.89,165.59,Slow Adopter
ORG_4609,Education,Small,52,Copilot,2022,20895,24.07,36288.8,8,29.06,173.67,Early Adopter
ORG_4610,Manufacturing,Small,47,ChatGPT,2026,18101,23.1,44559.07,9,36.58,246.17,AI Leader
ORG_4611,Education,Small,101,ChatGPT,2024,18087,17.68,45223.42,5,16.45,250.03,Early Adopter
ORG_4612,Manufacturing,Small,44,Copilot,2023,20032,18.26,14363.55,9,34.98,71.7,AI Leader
ORG_4613,Education,Large,3393,ChatGPT,2025,142291,19.82,314213.41,8,31.59,220.82,AI Leader
ORG_4614,Manufacturing,Small,175,Copilot,2025,18278,27.59,32422.46,8,6.94,177.39,Slow Adopter
ORG_4615,Education,Medium,580,Gemini,2026,72987,19.91,80612.67,7,16.11,110.45,Early Adopter
ORG_4616,Education,Small,87,Claude,2024,15910,27.03,25189.99,4,8.76,158.33,Slow Adopter
ORG_4617,Education,Large,4114,Copilot,2026,146258,17.74,280033.96,9,8.81,191.47,Slow Adopter
ORG_4618,Education,Small,101,ChatGPT,2025,7449,12.74,17567.62,3,3.7,235.84,Slow Adopter
ORG_4619,Finance,Small,59,ChatGPT,2024,13967,34.76,23029.05,3,28.54,164.88,Early Adopter
ORG_4620,IT,Small,84,ChatGPT,2026,6953,13.14,9436.39,5,23.38,135.72,Early Adopter
